"REC","TGT","YDS","YPR","LG","X20.","TD","ATT","RuYD","RuTD","FL","G","FPTS","Week"
3,8,33,11,13,0,0,0,0,0,0,1,6.3,5
3,4,32,10.7,18,0,0,0,0,0,0,1,6.2,5
3,7,32,10.7,15,0,0,0,0,0,0,1,6.2,5
2,6,20,10,14,0,0,0,0,0,0,1,6,5
4,6,20,5,7,0,0,0,0,0,0,1,6,5
3,5,29,9.7,22,1,0,0,0,0,0,1,5.9,5
2,4,38,19,21,1,0,0,0,0,0,1,5.8,5
4,6,18,4.5,11,0,0,0,0,0,0,1,5.8,5
3,4,27,9,13,0,0,0,0,0,0,1,5.7,5
3,6,24,8,9,0,0,0,0,0,0,1,5.4,5
3,4,23,7.7,11,0,0,0,0,0,0,1,5.3,5
3,5,20,6.7,9,0,0,0,0,0,0,1,5,5
3,4,19,6.3,7,0,0,0,0,0,0,1,4.9,5
2,2,24,12,18,0,0,0,0,0,0,1,4.4,5
1,3,33,33,33,2,0,0,0,0,0,1,4.3,5
3,8,12,4,7,0,0,0,0,0,0,1,4.2,5
2,3,22,11,12,0,0,0,0,0,0,1,4.2,5
1,5,32,32,32,2,0,0,0,0,0,1,4.2,5
3,5,12,4,6,0,0,0,0,0,0,1,4.2,5
2,4,20,10,11,0,0,0,0,0,0,1,4,5
2,2,16,8,15,0,0,0,0,0,0,1,3.6,5
2,3,15,7.5,8,0,0,0,0,0,0,1,3.5,5
2,2,12,6,7,0,0,0,0,0,0,1,3.2,5
2,2,9,4.5,7,0,0,0,0,0,0,1,2.9,5
1,1,18,18,18,0,0,0,0,0,0,1,2.8,5
2,3,7,3.5,5,0,0,0,0,0,0,1,2.7,5
2,3,5,2.5,4,0,0,0,0,0,0,1,2.5,5
1,1,11,11,11,0,0,0,0,0,0,1,2.1,5
1,1,11,11,11,0,0,0,0,0,0,1,2.1,5
1,4,11,11,11,0,0,0,0,0,0,1,2.1,5
1,3,11,11,5,0,0,0,0,0,0,1,2.1,5
1,1,10,10,10,0,0,0,0,0,0,1,2,5
1,4,10,10,10,0,0,0,0,0,0,1,2,5
1,1,10,10,10,0,0,0,0,0,0,1,2,5
1,2,10,10,10,0,0,0,0,0,0,1,2,5
1,2,8,8,8,0,0,0,0,0,0,1,1.8,5
1,2,8,8,8,0,0,0,0,0,0,1,1.8,5
1,2,7,7,7,0,0,0,0,0,0,1,1.7,5
1,2,7,7,7,0,0,0,0,0,0,1,1.7,5
1,2,7,7,7,0,0,0,0,0,0,1,1.7,5
1,1,6,6,6,0,0,0,0,0,0,1,1.6,5
1,2,5,5,5,0,0,0,0,0,0,1,1.5,5
1,2,5,5,5,0,0,0,0,0,0,1,1.5,5
1,1,4,4,4,0,0,0,0,0,0,1,1.4,5
1,1,1,1,1,0,0,1,-1,0,0,1,1,5
0,0,0,0,0,0,0,1,9,0,0,1,0.9,5
1,1,1,1,1,0,0,1,-3,0,0,1,0.8,5
1,2,15,15,15,0,0,0,0,0,1,1,0.5,5
0,1,0,0,0,0,0,1,3,0,0,1,0.3,5
0,0,0,0,0,0,0,1,1,0,0,1,0.1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,2,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,2,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,4,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,1,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5
7,10,132,18.9,60,5,2,0,0,0,0,1,32.2,6
10,13,148,14.8,31,4,1,0,0,0,0,1,30.8,6
12,15,177,14.8,28,3,0,0,0,0,0,1,29.7,6
8,11,83,10.4,14,0,2,0,0,0,0,1,28.3,6
13,16,134,10.3,20,1,0,0,0,0,0,1,26.4,6
7,7,96,13.7,26,1,1,1,8,0,0,1,23.4,6
5,5,113,22.6,42,6,1,0,0,0,0,1,22.3,6
4,5,37,9.3,21,1,1,3,16,1,0,1,21.3,6
7,11,57,8.1,15,0,1,0,0,0,0,1,18.7,6
4,7,84,21,40,3,1,0,0,0,0,1,18.4,6
5,8,67,13.4,22,1,1,0,0,0,0,1,17.7,6
4,9,76,19,35,3,1,0,0,0,0,1,17.6,6
5,6,63,12.6,22,1,1,0,0,0,0,1,17.3,6
6,10,129,21.5,49,5,0,0,0,0,1,1,16.9,6
5,5,40,8,19,0,0,1,17,1,0,1,16.7,6
6,8,107,17.8,47,5,0,0,0,0,0,1,16.7,6
7,8,80,11.4,22,2,0,2,17,0,0,1,16.7,6
3,6,74,24.7,34,3,1,0,0,0,0,1,16.4,6
7,10,79,11.3,27,2,0,2,11,0,0,1,16,6
4,8,36,9,14,0,1,0,0,0,0,1,15.6,6
6,12,95,15.8,28,2,0,0,0,0,0,1,15.5,6
5,5,44,8.8,13,0,1,0,0,0,0,1,15.4,6
9,12,57,6.3,14,0,0,0,0,0,0,1,14.7,6
4,12,44,11,15,0,1,0,0,0,0,1,14.4,6
3,7,49,16.3,32,2,1,0,0,0,0,1,13.9,6
7,12,68,9.7,26,2,0,0,0,0,0,1,13.8,6
3,3,43,14.3,18,0,1,0,0,0,0,1,13.3,6
3,4,42,14,26,1,1,0,0,0,0,1,13.2,6
5,10,68,13.6,24,1,0,2,9,0,0,1,12.7,6
3,4,37,12.3,17,0,1,0,0,0,0,1,12.7,6
6,6,66,11,21,1,0,0,0,0,0,1,12.6,6
5,9,68,13.6,26,2,0,0,0,0,0,1,11.8,6
4,5,74,18.5,37,3,0,1,2,0,0,1,11.6,6
6,10,49,8.2,26,1,0,0,0,0,0,1,10.9,6
4,5,24,6,12,0,1,1,4,0,1,1,10.8,6
6,9,47,7.8,13,0,0,0,0,0,0,1,10.7,6
4,6,64,16,29,1,0,0,0,0,0,1,10.4,6
0,1,0,0,0,0,0,1,44,1,0,1,10.4,6
4,4,60,15,27,2,0,0,0,0,0,1,10,6
4,4,58,14.5,37,2,0,0,0,0,0,1,9.8,6
1,1,6,6,6,0,0,1,20,1,0,1,9.6,6
5,5,42,8.4,18,0,0,0,0,0,0,1,9.2,6
5,7,28,5.6,9,0,0,2,8,0,0,1,8.6,6
3,7,54,18,37,2,0,0,0,0,0,1,8.4,6
4,4,42,10.5,20,1,0,0,0,0,0,1,8.2,6
3,4,41,13.7,17,0,0,2,11,0,0,1,8.2,6
4,5,27,6.8,16,0,0,3,13,0,0,1,8,6
2,4,52,26,41,3,0,0,0,0,0,1,7.2,6
3,4,40,13.3,20,1,0,0,0,0,0,1,7,6
3,3,39,13,16,0,0,0,0,0,0,1,6.9,6
3,7,36,12,20,1,0,0,0,0,0,1,6.6,6
2,3,44,22,47,3,0,0,0,0,0,1,6.4,6
4,9,21,5.3,8,0,0,0,0,0,0,1,6.1,6
3,6,27,9,14,0,0,1,1,0,0,1,5.8,6
3,5,27,9,15,0,0,0,0,0,0,1,5.7,6
2,7,34,17,17,0,0,0,0,0,0,1,5.4,6
3,5,18,6,8,0,0,0,0,0,0,1,4.8,6
3,5,17,5.7,7,0,0,0,0,0,0,1,4.7,6
2,2,26,13,22,1,0,0,0,0,0,1,4.6,6
2,4,25,12.5,18,0,0,0,0,0,0,1,4.5,6
2,4,20,10,11,0,0,0,0,0,0,1,4,6
2,3,18,9,9,0,0,0,0,0,0,1,3.8,6
2,7,18,9,9,0,0,0,0,0,0,1,3.8,6
2,2,18,9,10,0,0,0,0,0,0,1,3.8,6
2,6,17,8.5,9,0,0,0,0,0,0,1,3.7,6
3,7,7,2.3,5,0,0,0,0,0,0,1,3.7,6
2,5,17,8.5,10,0,0,0,0,0,0,1,3.7,6
2,3,14,7,9,0,0,0,0,0,0,1,3.4,6
1,3,24,24,24,1,0,0,0,0,0,1,3.4,6
1,1,5,5,5,0,0,1,19,0,0,1,3.4,6
1,1,20,20,20,1,0,0,0,0,0,1,3,6
2,5,9,4.5,5,0,0,0,0,0,0,1,2.9,6
1,3,18,18,18,0,0,0,0,0,0,1,2.8,6
2,4,7,3.5,5,0,0,0,0,0,0,1,2.7,6
1,1,17,17,17,0,0,0,0,0,0,1,2.7,6
2,5,6,3,3,0,0,0,0,0,0,1,2.6,6
1,2,15,15,15,0,0,0,0,0,0,1,2.5,6
1,1,14,14,14,0,0,0,0,0,0,1,2.4,6
1,1,14,14,14,0,0,0,0,0,0,1,2.4,6
1,2,14,14,14,0,0,0,0,0,0,1,2.4,6
1,5,14,14,14,0,0,0,0,0,0,1,2.4,6
1,2,13,13,13,0,0,0,0,0,0,1,2.3,6
1,3,10,10,10,0,0,0,0,0,0,1,2,6
1,1,8,8,8,0,0,0,0,0,0,1,1.8,6
1,5,8,8,8,0,0,0,0,0,0,1,1.8,6
1,1,8,8,8,0,0,0,0,0,0,1,1.8,6
1,2,8,8,8,0,0,0,0,0,0,1,1.8,6
1,4,6,6,6,0,0,0,0,0,0,1,1.6,6
1,2,6,6,6,0,0,0,0,0,0,1,1.6,6
1,1,5,5,5,0,0,0,0,0,0,1,1.5,6
1,2,4,4,4,0,0,0,0,0,0,1,1.4,6
1,1,4,4,4,0,0,0,0,0,0,1,1.4,6
0,0,0,0,0,0,0,1,9,0,0,1,0.9,6
1,1,10,10,10,0,0,1,8,0,1,1,0.8,6
1,1,0,0,0,0,0,1,-3,0,0,1,0.7,6
0,0,0,0,0,0,0,1,1,0,0,1,0.1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,2,0,0,0,0,0,0,0,0,0,1,0,6
0,3,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,1,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,3,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,1,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,6
