"REC","TGT","YDS","YPR","LG","X20.","TD","ATT","RuYD","RuTD","FL","G","FPTS","Week"
6,11,123,20.5,51,6,0,0,0,0,0,1,18.3,8
6,10,55,9.2,15,0,1,0,0,0,0,1,17.5,8
6,7,115,19.2,54,5,0,0,0,0,0,1,17.5,8
6,8,113,18.8,42,5,0,1,-7,0,0,1,16.6,8
4,4,31,7.8,13,0,0,2,33,1,0,1,16.4,8
4,7,62,15.5,26,1,1,0,0,0,0,1,16.2,8
6,8,98,16.3,29,2,0,0,0,0,0,1,15.8,8
3,6,67,22.3,47,3,1,0,0,0,0,1,15.7,8
5,8,63,12.6,33,2,1,0,0,0,1,1,15.3,8
3,6,49,16.3,41,3,1,0,0,0,0,1,13.9,8
7,10,69,9.9,21,1,0,0,0,0,0,1,13.9,8
2,2,57,28.5,34,3,1,0,0,0,0,1,13.7,8
6,11,75,12.5,44,3,0,0,0,0,0,1,13.5,8
7,8,64,9.1,14,0,0,0,0,0,0,1,13.4,8
3,5,38,12.7,14,0,1,0,0,0,0,1,12.8,8
4,9,87,21.8,39,3,0,0,0,0,0,1,12.7,8
6,7,67,11.2,18,0,0,0,0,0,0,1,12.7,8
4,6,45,11.3,25,1,0,0,0,0,0,1,12.5,8
6,8,64,10.7,16,0,0,0,0,0,0,1,12.4,8
7,9,53,7.6,16,0,0,0,0,0,0,1,12.3,8
4,4,81,20.3,37,3,0,0,0,0,0,1,12.1,8
5,5,70,14,36,2,0,0,0,0,0,1,12,8
5,6,66,13.2,21,1,0,0,0,0,0,1,11.6,8
4,6,73,18.3,44,4,0,0,0,0,0,1,11.3,8
3,4,50,16.7,20,1,0,4,29,0,0,1,10.9,8
1,4,37,37,37,2,1,0,0,0,0,1,10.7,8
3,4,76,25.3,43,4,0,0,0,0,0,1,10.6,8
5,7,54,10.8,23,1,0,0,0,0,0,1,10.4,8
2,2,24,12,17,0,1,0,0,0,0,1,10.4,8
5,7,52,10.4,14,0,0,0,0,0,0,1,10.2,8
2,4,21,10.5,13,0,1,1,0,0,0,1,10.1,8
2,3,76,38,63,4,0,0,0,0,0,1,9.6,8
3,5,65,21.7,47,3,0,0,0,0,0,1,9.5,8
2,2,43,21.5,38,2,0,1,28,0,0,1,9.1,8
4,6,49,12.3,17,0,0,0,0,0,0,1,8.9,8
2,5,8,4,5,0,1,0,0,0,0,1,8.8,8
5,9,35,7,14,0,0,0,0,0,0,1,8.5,8
2,3,52,26,47,3,0,1,9,0,0,1,8.1,8
1,1,8,8,8,0,0,2,2,1,0,1,8,8
5,6,26,5.2,13,0,0,0,0,0,0,1,7.6,8
4,5,33,8.3,16,0,0,0,0,0,0,1,7.3,8
5,8,23,4.6,14,0,0,0,0,0,0,1,7.3,8
4,5,31,7.8,17,0,0,0,0,0,0,1,7.1,8
3,7,40,13.3,25,1,0,0,0,0,0,1,7,8
3,3,38,12.7,30,2,0,0,0,0,0,1,6.8,8
3,3,28,9.3,17,0,0,1,7,0,0,1,6.5,8
4,5,18,4.5,12,0,0,0,0,0,0,1,5.8,8
2,7,35,17.5,29,1,0,0,0,0,0,1,5.5,8
3,4,24,8,12,0,0,0,0,0,0,1,5.4,8
2,5,30,15,18,0,0,0,0,0,0,1,5,8
1,3,5,5,5,0,0,2,33,0,0,1,4.8,8
2,3,27,13.5,18,0,0,0,0,0,0,1,4.7,8
2,2,27,13.5,14,0,0,0,0,0,0,1,4.7,8
2,2,25,12.5,14,0,0,0,0,0,0,1,4.5,8
2,3,-1,-0.5,2,0,0,2,21,0,0,1,4,8
2,3,15,7.5,9,0,0,0,0,0,0,1,3.5,8
2,6,14,7,9,0,0,0,0,0,0,1,3.4,8
1,1,23,23,23,1,0,0,0,0,0,1,3.3,8
2,2,13,6.5,7,0,0,0,0,0,0,1,3.3,8
1,3,22,22,22,1,0,0,0,0,0,1,3.2,8
1,2,21,21,21,1,0,0,0,0,0,1,3.1,8
2,2,26,13,16,0,0,0,0,0,1,1,2.6,8
1,4,13,13,13,0,0,0,0,0,0,1,2.3,8
1,2,13,13,13,0,0,0,0,0,0,1,2.3,8
1,1,12,12,12,0,0,0,0,0,0,1,2.2,8
1,2,11,11,11,0,0,0,0,0,0,1,2.1,8
1,1,11,11,11,0,0,0,0,0,0,1,2.1,8
1,1,10,10,10,0,0,0,0,0,0,1,2,8
1,1,10,10,10,0,0,0,0,0,0,1,2,8
2,2,17,8.5,13,0,0,0,0,0,1,1,1.7,8
1,1,7,7,7,0,0,0,0,0,0,1,1.7,8
1,2,6,6,6,0,0,0,0,0,0,1,1.6,8
1,5,6,6,6,0,0,0,0,0,0,1,1.6,8
1,3,6,6,6,0,0,0,0,0,0,1,1.6,8
1,2,6,6,6,0,0,0,0,0,0,1,1.6,8
1,2,5,5,5,0,0,0,0,0,0,1,1.5,8
1,1,5,5,5,0,0,0,0,0,0,1,1.5,8
1,1,10,10,10,0,0,1,-6,0,0,1,1.4,8
1,1,4,4,4,0,0,0,0,0,0,1,1.4,8
1,6,3,3,3,0,0,0,0,0,0,1,1.3,8
1,1,3,3,3,0,0,0,0,0,0,1,1.3,8
1,1,3,3,3,0,0,0,0,0,0,1,1.3,8
1,2,3,3,3,0,0,0,0,0,0,1,1.3,8
2,3,12,6,8,0,0,0,0,0,1,1,1.2,8
1,5,3,3,3,0,0,1,-1,0,0,1,1.2,8
1,1,2,2,2,0,0,0,0,0,0,1,1.2,8
0,0,0,0,0,0,0,1,11,0,0,1,1.1,8
1,1,1,1,1,0,0,0,0,0,0,1,1.1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,2,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,2,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,3,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,3,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,3,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,2,1,0,8
10,17,146,14.6,38,4,2,0,0,0,0,1,36.6,9
7,8,143,20.4,39,5,1,0,0,0,0,1,27.3,9
8,9,127,15.9,69,6,1,3,1,0,0,1,26.8,9
7,13,115,16.4,47,3,1,1,10,0,0,1,25.5,9
8,9,76,9.5,23,1,1,0,0,0,0,1,21.6,9
6,9,79,13.2,33,2,1,0,0,0,0,1,19.9,9
5,7,85,17,26,1,1,0,0,0,0,1,19.5,9
10,12,88,8.8,17,0,0,0,0,0,0,1,18.8,9
4,10,87,21.8,47,4,1,0,0,0,0,1,18.7,9
8,10,106,13.3,25,3,0,0,0,0,0,1,18.6,9
8,9,92,11.5,24,1,0,1,7,0,0,1,17.9,9
5,5,67,13.4,30,2,1,0,0,0,0,1,17.7,9
7,8,43,6.1,16,0,1,1,2,0,0,1,17.5,9
3,4,65,21.7,49,3,1,1,16,0,0,1,17.1,9
4,6,59,14.8,31,2,1,0,0,0,0,1,15.9,9
8,10,69,8.6,18,0,0,0,0,0,0,1,14.9,9
5,6,37,7.4,9,0,1,0,0,0,0,1,14.7,9
4,5,43,10.8,25,1,1,1,2,0,0,1,14.5,9
5,10,93,18.6,42,3,0,0,0,0,0,1,14.3,9
3,6,53,17.7,21,1,1,0,0,0,0,1,14.3,9
4,5,36,9,22,1,1,0,0,0,0,1,13.6,9
6,9,71,11.8,16,0,0,0,0,0,0,1,13.1,9
7,8,60,8.6,17,0,0,0,0,0,0,1,13,9
7,8,53,7.6,14,0,0,0,0,0,0,1,12.3,9
7,10,36,5.1,9,0,0,1,1,0,0,1,10.7,9
5,9,56,11.2,18,0,0,0,0,0,0,1,10.6,9
5,6,53,10.6,23,1,0,0,0,0,0,1,10.3,9
3,5,69,23,34,3,0,0,0,0,0,1,9.9,9
5,6,48,9.6,15,0,0,0,0,0,0,1,9.8,9
3,7,67,22.3,36,3,0,0,0,0,0,1,9.7,9
4,9,55,13.8,25,1,0,0,0,0,0,1,9.5,9
5,6,44,8.8,15,0,0,0,0,0,0,1,9.4,9
5,5,40,8,22,1,0,0,0,0,0,1,9,9
5,11,40,8,13,0,0,0,0,0,0,1,9,9
5,8,26,5.2,11,0,0,0,0,0,0,1,7.6,9
1,1,6,6,6,0,1,0,0,0,0,1,7.6,9
5,6,42,8.4,17,0,0,1,2,0,1,1,7.4,9
3,4,29,9.7,13,0,0,0,0,0,0,1,5.9,9
3,3,27,9,18,0,0,0,0,0,0,1,5.7,9
2,5,37,18.5,31,2,0,0,0,0,0,1,5.7,9
3,4,26,8.7,14,0,0,0,0,0,0,1,5.6,9
3,5,24,8,12,0,0,0,0,0,0,1,5.4,9
2,4,34,17,32,2,0,0,0,0,0,1,5.4,9
3,5,24,8,15,0,0,0,0,0,0,1,5.4,9
2,5,33,16.5,18,0,0,0,0,0,0,1,5.3,9
3,6,22,7.3,10,0,0,0,0,0,0,1,5.2,9
2,2,14,7,9,0,0,3,18,0,0,1,5.2,9
2,5,28,14,19,0,0,0,0,0,0,1,4.8,9
3,3,17,5.7,9,0,0,0,0,0,0,1,4.7,9
2,2,25,12.5,23,1,0,0,0,0,0,1,4.5,9
2,6,24,12,14,0,0,0,0,0,0,1,4.4,9
2,2,24,12,18,0,0,0,0,0,0,1,4.4,9
2,2,23,11.5,14,0,0,0,0,0,0,1,4.3,9
2,2,22,11,12,0,0,0,0,0,0,1,4.2,9
2,2,22,11,22,1,0,0,0,0,0,1,4.2,9
3,4,11,3.7,10,0,0,1,1,0,0,1,4.2,9
2,3,12,6,9,0,0,1,9,0,0,1,4.1,9
2,2,19,9.5,15,0,0,0,0,0,0,1,3.9,9
2,4,17,8.5,13,0,0,0,0,0,0,1,3.7,9
2,6,13,6.5,12,0,0,1,4,0,0,1,3.7,9
2,5,15,7.5,11,0,0,1,1,0,0,1,3.6,9
1,1,14,14,14,0,0,1,11,0,0,1,3.5,9
1,2,23,23,23,1,0,0,0,0,0,1,3.3,9
3,7,23,7.7,12,0,0,0,0,0,1,1,3.3,9
2,2,12,6,10,0,0,0,0,0,0,1,3.2,9
1,2,20,20,20,1,0,0,0,0,0,1,3,9
1,2,19,19,19,0,0,0,0,0,0,1,2.9,9
1,1,18,18,18,0,0,0,0,0,0,1,2.8,9
1,2,16,16,16,0,0,0,0,0,0,1,2.6,9
1,4,16,16,16,0,0,0,0,0,0,1,2.6,9
1,4,12,12,12,0,0,0,0,0,0,1,2.2,9
1,1,12,12,12,0,0,0,0,0,0,1,2.2,9
1,1,12,12,12,0,0,0,0,0,0,1,2.2,9
1,4,12,12,12,0,0,0,0,0,0,1,2.2,9
1,1,12,12,12,0,0,0,0,0,0,1,2.2,9
1,1,10,10,10,0,0,0,0,0,0,1,2,9
1,5,9,9,9,0,0,0,0,0,0,1,1.9,9
1,1,8,8,8,0,0,0,0,0,0,1,1.8,9
1,1,8,8,8,0,0,0,0,0,0,1,1.8,9
1,1,7,7,7,0,0,0,0,0,0,1,1.7,9
1,2,6,6,6,0,0,0,0,0,0,1,1.6,9
1,1,6,6,6,0,0,0,0,0,0,1,1.6,9
1,2,6,6,6,0,0,0,0,0,0,1,1.6,9
1,1,5,5,5,0,0,0,0,0,0,1,1.5,9
1,4,5,5,5,0,0,0,0,0,0,1,1.5,9
1,1,4,4,4,0,0,0,0,0,0,1,1.4,9
1,1,0,0,0,0,0,1,3,0,0,1,1.3,9
1,2,1,1,1,0,0,0,0,0,0,1,1.1,9
1,3,-4,-4,0,0,0,0,0,0,0,1,0.6,9
0,1,0,0,0,0,0,2,6,0,0,1,0.6,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,5,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,2,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,2,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,9
